,path,mood_label,mfcc
10,drive/MyDrive/genres_original/metal/metal.00012.wav,metal,"[[ -89.38678     -66.49603     -69.67958    ...  -94.38015
  -111.012344   -142.62088   ]
 [  31.670954     27.73553      39.794594   ...   64.51907
    65.75184      61.81028   ]
 [ -11.172528    -19.700077    -24.688969   ...  -47.03125
   -39.19837     -33.332275  ]
 ...
 [   9.001997      1.0800126    -2.521803   ...   -7.2612267
    -4.563631      0.1863805 ]
 [  12.875845     14.828836     21.849567   ...   23.437067
    16.304033      8.410918  ]
 [  -0.7863465    -0.75468796   -7.5274587  ...   -1.355747
     0.7010103     1.5727211 ]]"
11,drive/MyDrive/genres_original/metal/metal.00016.wav,metal,"[[  6.4042196  37.96502    45.505783  ...  28.47182    20.420904
  -22.12061  ]
 [ 75.670586   85.584076  102.38733   ...  44.023438   60.45918
   67.9584   ]
 [-46.32514   -52.01712   -55.617134  ... -46.43202   -48.80536
  -48.670517 ]
 ...
 [ -5.9017305 -13.240267  -17.562307  ... -15.394891  -11.667765
   -3.9781752]
 [ -1.4533713   0.6581268  -0.9173279 ...  11.448757   10.421452
   14.471753 ]
 [-26.499706  -28.565536  -28.871279  ... -16.86962   -16.636187
  -19.9174   ]]"
12,drive/MyDrive/genres_original/metal/metal.00018.wav,metal,"[[-83.65515   -65.27733   -91.80958   ... -51.92756   -51.561016
  -81.05042  ]
 [ 94.05463   105.11709   122.57405   ...  73.577255   72.01579
   68.773254 ]
 [-53.92711   -60.040688  -75.27504   ... -81.77565   -64.29805
  -55.356308 ]
 ...
 [  8.597288    7.7012396  -3.770081  ... -14.423304  -13.469664
   -9.245374 ]
 [ -8.782714   -1.2412248   7.264496  ...  -6.0051265  -6.107101
   -4.0919356]
 [ -7.5015965  -3.614348   -6.169097  ... -12.733891   -8.8552
   -3.7361894]]"
13,drive/MyDrive/genres_original/metal/metal.00011.wav,metal,"[[ -6.8814125  17.979519    8.285578  ...   3.0428386   8.459135
  -24.598043 ]
 [101.039505  100.90383    97.82587   ...  75.98008    85.2923
   89.818954 ]
 [-17.425562  -22.752123  -30.337347  ... -42.215782  -43.86918
  -44.864227 ]
 ...
 [ -3.5896907  -7.0563307 -10.0468445 ... -14.986176   -9.3904915
   -7.665675 ]
 [ -2.174493    1.8054007  12.502962  ...   7.749803   12.821876
   11.993811 ]
 [-13.653988  -18.233738  -17.038124  ... -10.946053  -10.2230625
   -9.988817 ]]"
14,drive/MyDrive/genres_original/metal/metal.00023.wav,metal,"[[-7.3288406e+01 -4.4674583e+01 -4.7546776e+01 ... -1.5148099e+02
  -1.3954683e+02 -1.4985266e+02]
 [ 7.6917328e+01  8.4239548e+01  9.4588379e+01 ...  1.2023489e+02
   1.2296982e+02  1.2055741e+02]
 [-4.7046104e+01 -5.1623974e+01 -5.1858479e+01 ... -8.4812241e+00
   2.9653010e+00  4.9422264e+00]
 ...
 [ 2.9451296e-02 -1.4604747e+00 -4.4637036e+00 ... -1.7027359e+01
  -6.2944446e+00  5.2959228e-01]
 [ 4.6245890e+00  9.1096096e+00  8.9725151e+00 ...  7.8456645e+00
   6.6753273e+00  7.7267671e-01]
 [-9.1558704e+00 -9.6924667e+00 -1.0905672e+01 ...  7.9047191e-01
  -1.4695181e+00 -2.1275587e+00]]"
15,drive/MyDrive/genres_original/metal/metal.00015.wav,metal,"[[ -76.70071    -58.053978   -72.707466  ... -107.50692    -99.252945
  -132.65604  ]
 [  54.214294    47.029358    46.23916   ...   58.781296    56.855244
    63.644127 ]
 [   2.6834357   -2.761889   -12.67845   ...  -22.197271   -18.791025
   -19.505478 ]
 ...
 [  -7.8092937  -13.742708   -19.19767   ...  -22.607164   -19.785328
   -11.9639   ]
 [  10.205205    11.674656    11.989739  ...    4.783665     8.10648
     5.114734 ]
 [  -8.539139   -11.90741    -18.800583  ...  -20.262669   -17.552021
   -11.869076 ]]"
16,drive/MyDrive/genres_original/metal/metal.00017.wav,metal,"[[-113.30073    -88.63881    -89.647835  ... -109.52517    -82.279045
  -103.075195 ]
 [  58.397186    59.255413    59.684956  ...   78.98455     57.616394
    34.506485 ]
 [   0.499636    -4.0559626   -4.794191  ...  -12.448881    14.164464
    27.298302 ]
 ...
 [  -5.0408487  -10.04543    -11.392095  ...  -12.858315    -4.5502386
     4.625902 ]
 [  14.092371    16.286602    17.431362  ...   10.99111      7.3832235
    11.0044565]
 [ -11.48925    -16.434355   -20.39119   ...  -12.033655    -7.1165304
    -2.8242276]]"
17,drive/MyDrive/genres_original/metal/metal.00021.wav,metal,"[[-130.52693    -108.52699    -112.1384     ...  -59.970932
   -66.19311     -96.94284   ]
 [  61.737152     66.806465     70.335785   ...   75.35524
    66.29712      61.168205  ]
 [ -20.419132    -30.341759    -42.622803   ...  -49.087265
   -42.303967    -33.992924  ]
 ...
 [  -3.8338578    -4.513957     -7.9457216  ...  -11.774519
    -4.937069      0.14855169]
 [   4.6677694    12.218889     18.099161   ...   16.143543
    11.020466      6.5474124 ]
 [ -11.00956      -9.6571      -12.097229   ...  -13.706434
   -10.247385     -4.8190327 ]]"
18,drive/MyDrive/genres_original/metal/metal.00013.wav,metal,"[[-110.46632     -77.39686     -72.22886    ...  -53.591393
   -60.34331     -98.2911    ]
 [  50.08717      61.92531      66.44678    ...   82.35273
    77.87392      75.052536  ]
 [ -26.926006    -30.878035    -24.353899   ...  -37.295227
   -40.366753    -38.96585   ]
 ...
 [ -10.387341    -14.970416    -17.269823   ...   -8.478042
     1.0238627     0.977368  ]
 [  10.133709     11.451263     19.638672   ...   26.907269
    17.942776     11.159486  ]
 [  -1.0908654    -5.398769     -8.39234    ...   -4.773999
    -3.6903043     0.45324886]]"
19,drive/MyDrive/genres_original/metal/metal.00022.wav,metal,"[[-1.11286041e+02 -8.16470032e+01 -5.26295128e+01 ...  1.11335114e-01
  -1.05935745e+01 -5.95094070e+01]
 [ 1.09089264e+02  1.05307648e+02  1.14926407e+02 ...  1.06505539e+02
   9.67136230e+01  8.71835480e+01]
 [-2.61594372e+01 -3.31179123e+01 -3.08720970e+01 ... -1.82625999e+01
  -1.24242039e+01 -6.11063480e+00]
 ...
 [-1.19038391e+01 -1.49489555e+01 -9.45748138e+00 ... -8.19991398e+00
  -5.91027308e+00 -2.94282484e+00]
 [ 2.16769676e+01  2.09764290e+01  2.31960373e+01 ...  2.23356056e+01
   2.02136040e+01  1.63910275e+01]
 [-2.15296602e+00 -1.07336149e+01 -5.44627762e+00 ... -8.20784950e+00
  -1.14863472e+01 -3.49803543e+00]]"
20,drive/MyDrive/genres_original/metal/metal.00019.wav,metal,"[[ -92.14223     -33.86429     -28.141994   ...  -90.52435
   -80.553734   -123.2956    ]
 [  67.25064      77.868515     72.93793    ...  102.72191
    97.1413       84.07619   ]
 [  -0.99523747  -12.582245    -17.306034   ...  -25.18442
   -14.694771    -12.930339  ]
 ...
 [ -15.260376    -21.484776    -21.627525   ...  -14.642864
   -13.244438     -7.863673  ]
 [  11.184214     11.332219     17.693432   ...    9.043087
     3.7006185     4.959225  ]
 [  -6.3496165   -10.538378     -9.390692   ...  -19.107782
    -8.739771     -2.258419  ]]"
21,drive/MyDrive/genres_original/metal/metal.00020.wav,metal,"[[-78.187485  -42.98725   -55.705585  ... -45.26403   -41.416595
  -67.777054 ]
 [ 69.03065    76.73007    71.33445   ...  73.02634    84.53479
   89.162415 ]
 [-11.309643  -12.973991  -15.368328  ... -31.18882   -24.850433
  -20.695686 ]
 ...
 [ -9.964385  -16.299942  -12.055249  ...  -4.280895   -4.124613
   -2.0561862]
 [ 13.454863   11.490669   18.30217   ...  27.056484   18.037624
   12.880329 ]
 [-10.029509  -13.128731  -13.87151   ...  -9.584406   -6.901126
   -1.9121667]]"
22,drive/MyDrive/genres_original/metal/metal.00010.wav,metal,"[[-77.41943   -54.9316    -55.54979   ... -42.958633  -56.092407
  -91.44741  ]
 [ 76.030815   73.0152     82.12129   ...  41.469048   34.020348
   34.7763   ]
 [ 20.495842    7.8511925 -10.255499  ... -19.107645  -15.339685
   -7.7562   ]
 ...
 [ -5.8260384 -16.147774  -24.364998  ... -19.283607  -20.306143
  -17.460014 ]
 [ -1.8214248  -2.2992544  11.846758  ...  14.188942    9.884949
    8.219048 ]
 [-10.061575  -15.787655  -17.597998  ... -25.260782  -17.338057
   -8.091258 ]]"
23,drive/MyDrive/genres_original/metal/metal.00014.wav,metal,"[[-147.04208   -120.270256  -131.18466   ...  -80.58531    -86.642044
  -104.91271  ]
 [  47.788353    54.389904    62.764748  ...   53.50013     47.8805
    57.903866 ]
 [ -43.052322   -51.393593   -61.92959   ...  -56.198982   -43.02791
   -30.210543 ]
 ...
 [  17.487759     8.795473     3.5227318 ...  -14.793188    -7.415897
    -0.5209048]
 [  -1.630741     3.8893664   14.640763  ...   10.540075     5.5757046
     4.6298094]
 [ -18.519358   -16.141586   -15.897594  ...  -13.081522   -12.594387
    -9.41312  ]]"
24,drive/MyDrive/genres_original/metal/metal.00026.wav,metal,"[[ -85.2954     -62.01874    -59.550182  ... -169.89854   -140.07892
  -149.63248  ]
 [  67.60477     69.08516     69.61142   ...   80.19905     86.991165
    88.65649  ]
 [ -42.430824   -50.980873   -52.961586  ...  -67.46205    -68.42636
   -56.754055 ]
 ...
 [   8.54751      8.977802    10.579965  ...   -8.166111    -2.6094878
     4.7022686]
 [   7.4100494   11.485985    18.725357  ...    4.975213     5.622757
     2.9317577]
 [ -17.342323   -19.233587   -22.619064  ...   -9.241247    -0.8377564
     0.4824744]]"
25,drive/MyDrive/genres_original/metal/metal.00031.wav,metal,"[[-45.0329    -27.086107  -37.105015  ...  33.838467   31.728977
  -11.89107  ]
 [ 78.461044   81.7255     95.4863    ...  89.24419    80.90736
   74.39178  ]
 [ 16.862408    5.9715195  -7.8604436 ... -23.685303  -19.119518
  -18.534512 ]
 ...
 [ -7.106064  -13.236151  -21.097748  ... -24.124304   -8.215488
   -3.12528  ]
 [  2.8786697   5.133187   11.769856  ...  19.536072   10.989036
    5.2934265]
 [ -6.195793  -10.517448  -16.080957  ...  -5.9547815   1.1658322
    4.0728364]]"
26,drive/MyDrive/genres_original/metal/metal.00027.wav,metal,"[[-126.87788    -107.1532     -119.73975    ...  -55.41045
   -74.18794    -114.93881   ]
 [ 106.08176     103.004845    100.08571    ...  111.665375
   107.78017     104.30856   ]
 [ -20.00512     -21.330727    -23.475922   ...  -49.945107
   -34.318222    -19.858704  ]
 ...
 [ -10.691919    -11.80369     -11.666094   ...    2.7319093
    -0.2945184    -7.4105163 ]
 [  -0.95616937    4.8382177     5.531006   ...   26.506113
    21.888268      9.761074  ]
 [ -10.789865    -14.267244     -8.539749   ...   -1.2298996
     9.335173      9.31558   ]]"
27,drive/MyDrive/genres_original/metal/metal.00032.wav,metal,"[[-69.38729   -34.448807  -46.839664  ... -26.727003  -35.06472
  -68.191925 ]
 [ 74.015396   70.98915    62.60859   ...  73.25037    60.699963
   65.42685  ]
 [-28.772392  -23.065968  -11.470832  ... -13.802904  -12.373106
  -10.741158 ]
 ...
 [ -5.7829785 -11.302877  -12.85223   ... -10.992957   -2.4543552
   -0.913483 ]
 [ 19.327793   18.701027   12.097602  ...  14.344414   10.169378
    8.455809 ]
 [ -3.1963687  -7.1218815 -11.921081  ... -28.289862  -23.936419
  -12.936073 ]]"
28,drive/MyDrive/genres_original/metal/metal.00035.wav,metal,"[[-19.275528   14.052594   29.802782  ...  41.95176    43.64257
   16.076178 ]
 [ 68.3925     64.720505   67.5554    ...  72.0914     70.633835
   71.00555  ]
 [-17.39146   -28.313244  -24.722643  ... -37.43763   -34.845806
  -28.464241 ]
 ...
 [ -7.91407   -10.6196375  -9.575136  ...  -3.8656223   3.8079085
    8.66679  ]
 [ 17.74926    20.343077   21.333256  ...  20.145287   17.167488
   20.575361 ]
 [ -8.2181     -8.009133   -5.0585318 ... -14.777115   -0.7803793
    7.25348  ]]"
29,drive/MyDrive/genres_original/metal/metal.00025.wav,metal,"[[-146.56374    -129.5471     -145.23064    ... -133.54955
  -114.266205   -134.78586   ]
 [  86.23993      93.422676     95.64107    ...  118.12146
   116.44575     114.77459   ]
 [ -17.081244    -16.432076    -20.532394   ...  -73.390564
   -90.86511     -91.272446  ]
 ...
 [   7.946016      6.3808527    -4.603443   ...  -14.38764
    -4.1330833    -0.62404704]
 [  -0.2266365     6.7114553    17.126583   ...   13.176023
     9.365368      7.326294  ]
 [ -11.356426    -12.31941     -13.164981   ...   -8.995086
   -10.268761     -5.1961875 ]]"
30,drive/MyDrive/genres_original/metal/metal.00034.wav,metal,"[[-155.67552   -134.80824   -120.829025  ... -109.06323   -117.92519
  -152.73854  ]
 [ 109.353424   107.94818    122.461426  ...  124.642395   115.90847
   111.2354   ]
 [ -27.05431    -34.324905   -39.028458  ...  -43.899246   -42.53621
   -42.17171  ]
 ...
 [ -18.306837   -15.37908    -17.407482  ...   -8.713183    -9.95046
   -10.095928 ]
 [ -16.331352    -6.6470566    2.0404654 ...   16.454716    12.115778
    11.854166 ]
 [ -19.660313   -20.62138    -21.010466  ...   -5.0701585   -6.973341
    -5.5861826]]"
31,drive/MyDrive/genres_original/metal/metal.00028.wav,metal,"[[-91.667496  -64.41073   -43.588486  ...  -9.760107   -9.609343
  -40.607006 ]
 [104.26474    99.240486   63.85263   ...  87.55361    72.522285
   66.55498  ]
 [-30.716297  -33.009846  -17.81081   ... -40.275787  -35.663254
  -30.727077 ]
 ...
 [ -7.843177  -14.456671  -14.042827  ...  -3.959315   -2.2075822
   -2.165935 ]
 [ 17.238924   19.725418   16.382767  ...  22.004097    9.086605
    1.9559941]
 [ -9.015107  -10.549202  -10.240908  ... -21.295609  -13.471462
   -9.619438 ]]"
32,drive/MyDrive/genres_original/metal/metal.00024.wav,metal,"[[-25.596087   -10.198862   -19.667814   ...  -1.0498403   -1.0513148
  -32.635098  ]
 [100.16529    100.02055    101.10209    ...  88.74943     91.348404
   97.661896  ]
 [-20.594067   -23.81337    -23.527843   ... -45.454086   -43.603012
  -38.353683  ]
 ...
 [ 13.125118     3.1818833   -5.9473114  ... -14.848305   -17.410137
  -15.115016  ]
 [ 12.390739    17.386816    14.382454   ...  25.627163    29.065727
   25.256775  ]
 [ -4.896497    -7.102542   -11.290963   ...   0.11929293   4.44194
    2.3871071 ]]"
33,drive/MyDrive/genres_original/metal/metal.00037.wav,metal,"[[-120.678986  -101.594315  -102.19281   ...  -81.94568    -82.72875
  -114.86808  ]
 [ 116.047745   118.88231    126.033035  ...  123.23972    113.056274
   105.10005  ]
 [ -20.263302   -33.396862   -40.728172  ...  -15.02883    -12.718952
   -18.650078 ]
 ...
 [  -7.3638973   -9.457576   -16.077572  ...   -7.103834   -12.638769
   -17.224558 ]
 [   2.9444823    5.8294287   14.743999  ...   10.223011     9.583702
     5.316416 ]
 [   9.805896     3.6964834    1.666746  ...   -7.7072425   -9.64225
   -12.02836  ]]"
34,drive/MyDrive/genres_original/metal/metal.00030.wav,metal,"[[-109.37433    -120.042984   -153.36172    ...   -3.2081587
   -12.453834    -43.729637  ]
 [ 123.21109     143.71013     172.4417     ...  107.924286
   118.06099     121.0843    ]
 [  14.113867     -0.6520474   -20.694372   ...  -20.874352
   -23.74161     -10.905855  ]
 ...
 [  -0.97831655   -5.7482395    -9.64867    ...   -8.739774
    -6.354785     -1.8942868 ]
 [  10.2935705     7.029565      5.119474   ...   13.022966
     6.2079525    -0.20409954]
 [  -1.7039216    -2.215936      1.2423863  ...  -17.331264
   -10.219581     -3.9502304 ]]"
35,drive/MyDrive/genres_original/metal/metal.00036.wav,metal,"[[-1.14799545e+02 -9.40608444e+01 -1.00911461e+02 ... -7.36456070e+01
  -6.54169922e+01 -9.16560364e+01]
 [ 9.39541473e+01  9.23339844e+01  9.29617310e+01 ...  7.59462357e+01
   8.27744904e+01  8.38134918e+01]
 [-4.59887924e+01 -4.33777580e+01 -4.19386978e+01 ... -3.50697174e+01
  -2.70505791e+01 -1.66132469e+01]
 ...
 [-7.10199261e+00 -1.12810173e+01 -8.06181526e+00 ... -2.51543102e+01
  -1.47947769e+01 -1.14270687e+01]
 [ 1.42077484e+01  1.49569435e+01  2.08194046e+01 ... -2.36068535e+00
  -7.21336007e-02 -3.16020966e+00]
 [-9.04833221e+00 -9.72686481e+00 -1.00829239e+01 ... -2.71422215e+01
  -1.46893768e+01 -6.89541149e+00]]"
36,drive/MyDrive/genres_original/metal/metal.00033.wav,metal,"[[-6.4763191e+01 -5.3144604e+01 -6.2233585e+01 ...  4.6853550e+01
   4.3442722e+01  1.3003709e+01]
 [ 1.1965347e+02  1.3263226e+02  1.4305464e+02 ...  7.5148407e+01
   7.9370468e+01  6.9424103e+01]
 [-2.7871098e+01 -4.1668625e+01 -5.6780540e+01 ... -2.4225895e+01
  -3.6831894e+01 -3.1527988e+01]
 ...
 [-1.3566895e+01 -1.5360481e+01 -1.6438921e+01 ... -4.3006182e-02
  -7.9196672e+00 -3.0568166e+00]
 [ 3.9663131e+00  1.0728798e+01  2.5819138e+01 ...  2.8678793e-01
   1.2495386e+01  1.0874773e+01]
 [-1.0649345e+01 -1.1256571e+01 -1.4420597e+01 ... -2.0821719e+00
  -9.9313755e+00 -6.3800478e+00]]"
37,drive/MyDrive/genres_original/metal/metal.00029.wav,metal,"[[-2.28038498e+02 -1.57854523e+02 -1.35969238e+02 ... -6.66023178e+01
  -6.65635910e+01 -9.28774033e+01]
 [ 5.83265305e+01  6.46066742e+01  7.19196167e+01 ...  8.36915131e+01
   8.40431061e+01  8.40321350e+01]
 [ 1.18984394e+01  1.18752403e+01  1.10698109e+01 ... -3.95650482e+01
  -3.83348923e+01 -3.37716789e+01]
 ...
 [-1.38089008e+01 -1.25263224e+01 -1.82671127e+01 ... -2.26836319e+01
  -2.05272369e+01 -2.17285423e+01]
 [ 8.89561176e-02  5.92236471e+00  6.15476799e+00 ...  1.70132332e+01
   1.59849148e+01  8.69912052e+00]
 [-8.66405201e+00 -1.27870245e+01 -1.76782341e+01 ... -5.81754780e+00
  -1.09819965e+01 -1.69573650e+01]]"
38,drive/MyDrive/genres_original/metal/metal.00042.wav,metal,"[[-1.5725931e+02 -1.2827434e+02 -1.1809271e+02 ... -8.6399574e+01
  -8.1759132e+01 -8.2669159e+01]
 [ 9.7103264e+01  9.9455612e+01  1.0502304e+02 ...  4.4131062e+01
   4.7759762e+01  4.3648315e+01]
 [-6.6111382e+01 -7.1091644e+01 -7.0089294e+01 ... -3.6548992e+01
  -3.0403837e+01 -2.0344912e+01]
 ...
 [-6.0141935e+00 -9.9654827e+00 -7.6086721e+00 ... -1.3615688e+01
  -1.0262976e+01 -5.2358184e+00]
 [ 6.1029148e-01  2.3379481e+00  4.8552952e+00 ...  2.2064633e+00
   5.5691266e+00 -9.4166219e-02]
 [-1.6125668e+01 -2.3015234e+01 -2.0188374e+01 ... -1.7004059e+01
  -1.8191490e+01 -1.1012121e+01]]"
39,drive/MyDrive/genres_original/metal/metal.00047.wav,metal,"[[-48.499317   -17.927896   -21.562912   ...  20.18383     27.199312
   15.6050205 ]
 [ 84.57422     86.55166     88.813614   ...  41.673294    51.878586
   55.480473  ]
 [-39.57241    -47.38154    -47.099022   ... -35.52564    -33.107224
  -29.317154  ]
 ...
 [ -9.262166   -11.073833   -11.532245   ...  -8.807723    -4.224014
   -0.33047038]
 [ 17.209524    20.669638    21.488585   ...  27.128048    33.257576
   36.864525  ]
 [-13.674438   -14.952702   -17.294144   ... -15.743168    -8.145863
   -4.1815534 ]]"
40,drive/MyDrive/genres_original/metal/metal.00046.wav,metal,"[[-27.034542    3.0402093   1.248366  ... -16.325378  -14.233275
   -0.7025475]
 [ 67.67323    69.4485     63.449135  ...  72.88889    72.84456
   78.10627  ]
 [-18.165363  -23.183527  -31.178188  ... -48.59697   -45.67686
  -32.82686  ]
 ...
 [-20.31327   -17.444801  -18.266184  ... -11.821059   -9.143172
   -0.6841796]
 [ 20.428078   22.889984   22.224209  ...  15.888119   14.020309
   10.5997505]
 [ -5.79676    -9.140123   -8.332186  ...  -9.703032   -9.372223
    1.7935207]]"
41,drive/MyDrive/genres_original/metal/metal.00044.wav,metal,"[[-117.97289    -83.704796   -81.22354   ...  -76.99406    -63.793392
   -34.983154 ]
 [  99.81418    105.70908    100.2489    ...  106.174934    98.005005
    84.54933  ]
 [ -21.509392   -23.877974   -35.765823  ...  -89.20354    -73.3958
   -43.524292 ]
 ...
 [ -33.973083   -35.013966   -36.99672   ...  -11.313913   -12.514898
   -10.196058 ]
 [   1.0688751   -4.2156115   -6.673027  ...   10.869063     3.6920485
     0.7181593]
 [ -16.936916   -21.446732   -19.488132  ...  -14.549358   -18.880753
    -5.809327 ]]"
42,drive/MyDrive/genres_original/metal/metal.00039.wav,metal,"[[-118.96899     -88.41239     -69.108635   ... -253.61148
  -237.63795    -223.33882   ]
 [ 102.105034     95.9131       68.40175    ...  175.85957
   150.16995     121.93853   ]
 [ -19.140774    -32.630463    -24.920977   ...  -19.138716
     2.1034963    18.62561   ]
 ...
 [  -5.571689     -7.488181    -16.629963   ...    3.3354402
     5.3401465     2.6674986 ]
 [  -0.45451307    6.6411858    13.482431   ...    1.5610787
     0.8879934    -1.1964061 ]
 [   0.99247116   -3.6713686   -14.901117   ...    1.3102356
     0.48437136   -0.96518314]]"
